href;poi_name;rating;address;tags
https://www.google.com/maps/place/GOR+88+BADMINTON+CIKARET/data=!4m7!3m6!1s0x2e69c1de3cd51be1:0x235bd6b89f83a018!8m2!3d-6.465987!4d106.84218!16s%2Fg%2F11c47_k7p7!19sChIJ4RvVPN7BaS4RGKCDn7jWWyM?authuser=0&hl=id&rclk=1;GOR 88 BADMINTON CIKARET;4,5;Lapangan Bulutangkis · Gg. Berkah No.88, RT.004/RW.006Buka ⋅ Tutup pukul 00.00 · 0896-3410-7189;Lapangan Bulutangkis · Gg. Berkah No.88, RT.004/RW.006
