Href;Poi Name;Rating;Address
https://www.google.com/maps/place/GOR+bulu+Tangkis+Bapa+Ucu/data=!4m7!3m6!1s0x2e69c52edc8ca6eb:0xba2d0bc1957a97d0!8m2!3d-6.5956009!4d106.7317328!16s%2Fg%2F11g7y7pp3_!19sChIJ66aM3C7FaS4R0Jd6lcELLbo?authuser=0&hl=id&rclk=1;GOR bulu Tangkis Bapa Ucu;4,4;"4,5(753);Lapangan Bulutangkis · Gg. Berkah No.88, RT.004/RW.006Buka ⋅ Tutup pukul 00.00 · 0896-3410-7189;Lapangan Bulutangkis · Gg. Berkah No.88, RT.004/RW.006;Buka ⋅ Tutup pukul 00.00 · 0896-3410-7189;4,5(269);Klub Badminton · Jl. Cilubang Nagrak No.RT 003/004, RT.01/RW.04Buka ⋅ Tutup pukul 22.00 · 0816-1191-627;Klub Badminton · Jl. Cilubang Nagrak No.RT 003/004, RT.01/RW.04;Buka ⋅ Tutup pukul 22.00 · 0816-1191-627;4,5(575);Lapangan Bulutangkis · Jl. Al-Baliyah Jl. RE Sulaeman No.26Buka ⋅ Tutup pukul 23.00 · 0896-3887-5685;Lapangan Bulutangkis · Jl. Al-Baliyah Jl. RE Sulaeman No.26;Buka ⋅ Tutup pukul 23.00 · 0896-3887-5685;4,6(458);Lapangan Bulutangkis · Jl. Raya Tapos No.32Buka ⋅ Tutup pukul 00.00 · 0818-881-043;Lapangan Bulutangkis · Jl. Raya Tapos No.32;Buka ⋅ Tutup pukul 00.00 · 0818-881-043;4,5(705);Lapangan Bulutangkis · Jl. Sawojajar No.5, RT.01/RW.04Buka ⋅ Tutup pukul 23.00 · (0251) 8326699;Lapangan Bulutangkis · Jl. Sawojajar No.5, RT.01/RW.04;Buka ⋅ Tutup pukul 23.00 · (0251) 8326699;4,4(558);Lapangan Bulutangkis · Jl. Wijaya Kusuma Raya, RT.02/RW.15Buka ⋅ Tutup pukul 22.00 · 0821-1475-1972;Lapangan Bulutangkis · Jl. Wijaya Kusuma Raya, RT.02/RW.15;Buka ⋅ Tutup pukul 22.00 · 0821-1475-1972;4,5(174);Lapangan Bulutangkis · RT.01/RW.03Tutup ⋅ Buka Jum pukul 08.00 · 0877-8001-4555;Lapangan Bulutangkis · RT.01/RW.03;Tutup ⋅ Buka Jum pukul 08.00 · 0877-8001-4555;4,5(40);Lapangan Bulutangkis · Jl. Kp. Setu No.165, RT.02/RW.05Buka ⋅ Tutup pukul 00.00 · 0857-1507-7095;Lapangan Bulutangkis · Jl. Kp. Setu No.165, RT.02/RW.05;Buka ⋅ Tutup pukul 00.00 · 0857-1507-7095;4,1(26);Lapangan Bulutangkis · GVJ3+MW8, Jl. HR. LukmanBuka ⋅ Tutup pukul 20.00 · (021) 87741147;Lapangan Bulutangkis · GVJ3+MW8, Jl. HR. Lukman;Buka ⋅ Tutup pukul 20.00 · (021) 87741147;4,4(51);Lapangan Bulutangkis · Jl. Cibeureum Kalong No.103;Lapangan Bulutangkis · Jl. Cibeureum Kalong No.103"
