Href;Poi Name;Rating;Address
https://www.google.com/maps/place/GOR+Bulutangkis+Mina+Bhakti/data=!4m7!3m6!1s0x2e69c590d97bc73d:0x6677ecc53734002a!8m2!3d-6.6141932!4d106.7851075!16s%2Fg%2F11cs1s90xx!19sChIJPcd72ZDFaS4RKgA0N8Xsd2Y?authuser=0&hl=id&rclk=1;GOR Bulutangkis Mina Bhakti;4,5;Buka ⋅ Tutup pukul 22.00 · 0857-2360-9737
