kakot;Shape_Leng;Shape_Area;lat;long
Rokan Hulu;6.537546192;0.596950243;0.94407102;100.4921186
Rote Ndao;4.726838817;0.106342884;-10.72605584;123.1243691
Sabu Raijua;1.229953746;0.038080975;-10.53575935;121.8443453
Sambas;4.279073482;0.471312909;1.42981564;109.347184
Samosir;3.178904868;0.115729391;2.53983795;98.70145564
Sampang;2.232917307;0.100838493;-7.05189884;113.2568518
Sanggau;7.686359642;1.028693483;0.26951626;110.4273967
Sarmi;9.810829877;1.129524179;-2.47898213;139.0535561
Sarolangun;5.034069035;0.494139868;-2.31082435;102.6612505
Sekadau;5.244612462;0.51166295;-0.03468183;110.9453638
Seluma;2.519013243;0.200472935;-4.05413962;102.6614852
Semarang;2.867702121;0.08321159;-7.27072446;110.4734886
Seram Bagian Barat;7.837848164;0.406627057;-3.13915959;128.3561244
Seram Bagian Timur;6.947947448;0.465812739;-3.419983;130.4426961
Serang;4.662654401;0.120050949;-6.14185632;106.146053
Serdang Bedagai;3.212409642;0.158496133;3.36638176;99.05698164
Seruyan;9.154205264;1.241861855;-2.26448709;112.1988095
Siak;6.942543397;0.651900402;0.82091706;101.8625526
Sidenreng Rappang;2.987961712;0.155143438;-3.80325841;119.9750457
Sidoarjo;1.560857963;0.059557842;-7.45202122;112.7009414
Sigi;4.90684195;0.43446892;-1.41955485;119.9716573
Sijunjung;2.956072215;0.253056435;-0.68531552;101.0908743
Sikka;3.848619056;0.137617109;-8.60917862;122.3066002
Simalungun;5.195440475;0.357243566;2.97799317;99.03676992
Simeulue;7.765877006;0.148146717;2.61285172;96.08625118
Sinjai;1.84874576;0.07077643;-5.20960501;120.135171
Sintang;11.88761617;1.803988676;0.08902016;112.0700141
Situbondo;3.331610026;0.135650358;-7.80141951;114.0512209
Sleman;1.534877504;0.045982492;-7.7198579;110.3820668
Solok;4.213500872;0.273549157;-0.95402224;100.8114611
Solok Selatan;3.524439858;0.289855625;-1.40793087;101.2535983
Soppeng;1.954000083;0.111674136;-4.33838906;119.8936258
Sorong;11.62647347;0.661958471;-1.11598892;131.549583
Sorong Selatan;6.155902705;0.545146278;-1.7268616;132.1857337
Sragen;1.723877636;0.081458047;-7.38535328;110.9741452
Subang;2.784069552;0.177041315;-6.48470938;107.7318364
Sukabumi;4.085712867;0.340736266;-7.07640296;106.7076281
Sukamara;3.894318517;0.261635832;-2.61550429;111.1606308
Sukoharjo;1.5927399;0.040353462;-7.6805441;110.8350424
Sumba Barat;1.930453745;0.055762498;-9.63823553;119.3878034
Sumba Barat Daya;1.561084057;0.118348137;-9.53725525;119.1803465
Sumba Tengah;2.51521265;0.149573753;-9.54661224;119.6665432
Sumba Timur;4.729419257;0.575809537;-9.87807628;120.254846
Sumbawa;9.419080697;0.546074661;-8.70330997;117.4849325
Sumbawa Barat;2.694773623;0.144103384;-8.82978256;116.9150558
Sumedang;2.19679091;0.128104435;-6.82475889;107.9813109
Sumenep;10.22262767;0.170548289;-6.96649465;114.4030934
Supiori;3.43580692;0.054658747;-0.7362076;135.5687545
Tabalong;3.975049498;0.282353207;-1.86201661;115.5000982
Tabanan;1.516371524;0.069731803;-8.43009538;115.0782005
Takalar;3.314037384;0.045882377;-5.41684044;119.4745987
Tambrauw;6.27058167;0.871813364;-0.78892746;132.7322567
Tana Tidung;7.876105856;0.285866975;3.57028628;117.1583402
Tana Toraja;3.378516875;0.168447087;-3.1114638;119.7049334
Tanah Bumbu;4.068971523;0.397830981;-3.43990979;115.6472489
Tanah Datar;2.450518419;0.104668551;-0.4610214;100.5833781
Tanah Laut;3.191554657;0.311197502;-3.82064051;114.9056017
Tangerang;2.424691668;0.083969458;-6.1744909;106.5189277
Tanggamus;6.19507068;0.205036382;-5.46819414;104.6896981
Tanjung Jabung Barat;3.43212868;0.403446039;-1.06932551;103.1110483
Tanjung Jabung Timur;4.253639156;0.399591601;-1.21905681;103.9674874
Tapanuli Selatan;6.020061833;0.340269965;1.50641785;99.27283203
Tapanuli Tengah;5.961492722;0.197695638;1.82888238;98.66627971
Tapanuli Utara;3.997171641;0.299704291;1.99130421;99.06524254
Tapin;2.877753365;0.176069313;-2.92241074;115.0467935
Tasikmalaya;3.733990987;0.221643686;-7.49685681;108.1415212
Tebo;4.720340068;0.499512221;-1.30931005;102.3640026
Tegal;2.012962355;0.08052135;-7.02882248;109.1585263
Teluk Bintuni;20.99831303;1.54678966;-2.15374013;133.4460173
Teluk Wondama;11.42782065;0.421968541;-2.84855048;134.3960455
Temanggung;1.600251869;0.070802064;-7.25771322;110.1363715
Timor Tengah Selatan;3.610688904;0.32524444;-9.8282645;124.3953094
Timor Tengah Utara;3.379839483;0.215452922;-9.37761463;124.5693664
Toba Samosir;3.703890964;0.166917834;2.37960477;99.26332708
Tojo Una Una;13.05948631;0.457146252;-1.12504258;121.5789513
Toli Toli;6.20885924;0.300756197;0.92740199;120.7300239
Tolikara;6.174684413;0.477405745;-3.36748553;138.4178004
Toraja Utara;2.389045311;0.103990321;-2.88160479;119.8720603
Trenggalek;3.278852529;0.102389942;-8.1611295;111.6269531
Tuban;2.606878385;0.161613541;-6.9535742;111.8922156
Tulang Bawang;4.261731867;0.25269225;-4.37313322;105.5291561
Tulang Bawang Barat;2.961441658;0.10412645;-4.42624883;105.0898039
Tulungagung;2.392072931;0.093942697;-8.11350849;111.8876732
Wajo;2.727696378;0.207142157;-4.00599523;120.1671402
Wakatobi;4.112254522;0.037917442;-5.567557;123.7824057
Waropen;8.167816144;0.90163676;-2.75681207;136.7479171
Way Kanan;4.200768817;0.297004516;-4.51658056;104.6133988
Wonogiri;2.648533604;0.156211908;-7.91930288;110.999277
Wonosobo;1.780538702;0.082889788;-7.41632331;109.9073539
Yahukimo;10.74977405;1.219682137;-4.4817578;139.5596605
Yalimo;4.405559826;0.335252895;-3.80598401;139.4719801
